"Recid","Comname","Comlocation","Recdate","Comsize","Advertising","Visit","Meeting","Tecconsult","Tecresearch","Costoffice","Costtravel","Costentertain","Costbonus","Sales"
"311","xxx","hebei","2019","small","17.4","0","46.3","36.3","0","3152","239","224","872","168168"
"312","xxx","hebei","2016","middle","0","0","0","0","100","4150","803","894","608","402094"
"313","xxx","shandong","2018","small","38.6","0","0","61.4","0","3679","359","100","624","150942"
"314","xxx","shanghai","2013","middle","23.4","0","0","66","10.7","3623","929","907","1475","597175"
"315","xxx","shandong","2015","middle","5.4","4.3","0","0","90.3","4175","954","738","1240","570783"
"316","xxx","hebei","2017","small","0","0","100","0","0","1500","260","192","950","208946"
"317","xxx","hebei","2014","small","0","0","100","0","0","737","437","285","411","167753"
"318","xxx","beijing","2012","small","0","0","4.7","0","95.3","3509","399","196","728","96468"
"319","xxx","shanghai","2014","middle","0","0","0","100","0","5541","728","742","520","325662"
"320","xxx","tianjin","2018","middle","12.6","0","51.1","23.3","12.9","4992","843","755","1219","343246"
"321","xxx","beijing","2014","middle","7.4","0","0","0","92.6","3896","921","620","1250","504805"
"322","xxx","beijing","2013","small","0","36","0","40.4","23.6","537","298","142","731","107570"
"323","xxx","tianjin","2015","small","17.4","0","0","82.6","0","1726","117","299","261","271665"
"324","xxx","shandong","2012","middle","0","59.4","40.6","0","0","5360","878","907","1376","516307"
"325","xxx","hebei","2020","middle","0","100","0","0","0","3041","757","821","1339","201420"
"326","xxx","beijing","2020","small","0","0","0","52.6","47.4","3575","319","296","901","171749"
"327","xxx","beijing","2012","middle","30.9","69.1","0","0","0","5677","871","722","1000","405677"
"328","xxx","shanghai","2013","middle","23.2","0","15.1","2.7","59","3379","996","809","1429","254875"
"329","xxx","hebei","2020","small","0","29.4","70.6","0","0","2916","398","288","581","247012"
"330","xxx","hebei","2014","middle","0","13","0","0","87","5281","880","645","909","540868"
"331","xxx","beijing","2017","middle","18.7","0","30","31.4","19.8","3843","719","674","528","212422"
"332","xxx","shandong","2015","middle","9.9","90.1","0","0","0","3545","763","958","814","255843"
"333","xxx","shandong","2011","middle","44.6","25.9","0","29.5","0","3914","983","998","564","486880"
"334","xxx","tianjin","2019","middle","58.9","41.1","0","0","0","5522","887","787","801","340685"
"335","xxx","beijing","2021","middle","0","85.9","0","14.1","0","5020","775","674","777","345048"
"336","xxx","tianjin","2016","middle","0","43","0","0","57","3979","777","894","1137","392095"
"337","xxx","hebei","2011","middle","0","11.8","34.5","28.9","24.8","4476","925","837","884","585341"
"338","xxx","shandong","2014","small","0","7.4","27.5","0","65.1","1760","136","260","507","94044"
"339","xxx","hebei","2010","small","0","0","100","0","0","2396","349","184","813","176900"
"340","xxx","hebei","2017","small","57.4","25.7","0","16.9","0","3971","448","241","577","64128"
"341","xxx","hebei","2013","small","0","0","35.1","0","64.9","3314","309","106","956","59576"
"342","xxx","hebei","2011","middle","6.8","0","0","93.2","0","3703","964","885","937","326781"
"343","xxx","tianjin","2019","small","26.3","8.9","0","62.7","2","649","100","142","820","138767"
"344","xxx","hebei","2016","middle","28.1","71.9","0","0","0","3899","867","755","1393","297279"
"345","xxx","beijing","2014","middle","16.1","83.9","0","0","0","5136","800","674","1415","552869"
"346","xxx","tianjin","2018","middle","0","50.5","0","49.5","0","4814","843","832","1274","242440"
"347","xxx","hebei","2017","middle","0","0","100","0","0","4640","927","612","1030","415591"
"348","xxx","hebei","2015","middle","5.2","19.5","63.5","11.8","0","3633","954","787","1309","333231"
"349","xxx","tianjin","2019","small","12.6","50.5","18.1","18.8","0","1445","230","295","750","115091"
"350","xxx","beijing","2019","middle","0","0","100","0","0","4056","781","997","1135","475325"
"351","xxx","hebei","2019","small","0","0","18.9","31.8","49.3","1754","364","134","308","61980"
"352","xxx","tianjin","2010","middle","0","32.2","39.9","0","28","4479","740","672","837","260478"
"353","xxx","shandong","2021","middle","34.8","59.8","0","5.4","0","3712","843","662","1354","430228"
"354","xxx","shanghai","2012","small","18","28.3","31.5","16.8","5.4","3345","436","228","360","265809"
"355","xxx","shandong","2019","middle","0","0","0","0.5","99.5","3788","739","787","567","232514"
"356","xxx","tianjin","2010","small","65.5","5.7","0","0","28.8","3542","394","144","971","173384"
"357","xxx","shanghai","2018","small","0","10.4","0","76.6","13","3515","202","274","486","161991"
"358","xxx","tianjin","2020","middle","15","35.7","0","0","49.3","5631","949","788","815","590366"
"359","xxx","hebei","2011","small","65.5","0","0","34.5","0","2779","368","179","993","129888"
"360","xxx","beijing","2016","middle","0","0","10","0","90","5758","834","963","1126","465066"
"361","xxx","shandong","2019","middle","0","0","67.2","32.8","0","4081","901","775","1075","504310"
"362","xxx","hebei","2018","small","24.3","0","0","27.8","47.9","2389","333","195","844","107292"
"363","xxx","hebei","2014","small","56","10","0","34","0","629","193","128","232","124898"
"364","xxx","beijing","2015","middle","38","28.8","33.2","0","0","3657","930","680","570","316153"
"365","xxx","hebei","2015","small","0","8.2","7.5","84.3","0","3346","257","244","682","63023"
"366","xxx","beijing","2014","middle","0","27.1","0","42.7","30.2","4397","735","997","1020","544490"
"367","xxx","hebei","2014","small","10.8","0","0","48.6","40.6","2811","376","240","705","58184"
"368","xxx","tianjin","2011","middle","0","0.3","0","0","99.7","3845","801","919","1404","275023"
"369","xxx","beijing","2014","middle","0","67.5","0","0","32.5","5431","915","900","1289","396914"
"370","xxx","hebei","2011","middle","30.8","0","33.3","35.9","0","5002","774","961","1172","298754"
"371","xxx","shandong","2016","middle","63.9","23.8","0","0","12.3","4282","963","695","559","363260"
"372","xxx","tianjin","2010","small","41","0","19.8","0","39.2","3203","289","140","795","286103"
"373","xxx","beijing","2017","small","0","45.9","0","0","54.1","897","204","248","452","182409"
"374","xxx","beijing","2014","small","0","65.2","34.8","0","0","1649","266","216","250","296083"
"375","xxx","beijing","2015","small","30.2","69.8","0","0","0","3350","242","116","273","198064"
"376","xxx","hebei","2019","small","40","27.3","32.6","0","0","2225","256","227","291","294779"
"377","xxx","beijing","2018","small","5.8","94.2","0","0","0","581","458","184","719","88717"
"378","xxx","tianjin","2020","middle","0","26.2","19.2","0","54.5","4946","962","806","827","283994"
"379","xxx","shanghai","2011","small","90.7","9.3","0","0","0","960","219","190","684","119730"
"380","xxx","shandong","2013","small","28.5","39.2","23","3.6","5.7","859","458","289","367","95263"
"381","xxx","shanghai","2013","small","19","42.6","0","38.4","0","2610","132","265","836","59264"
"382","xxx","shanghai","2011","middle","0","0","0","100","0","5656","803","971","974","459918"
"383","xxx","tianjin","2017","middle","47.9","0","0","52.1","0","5605","727","980","958","426847"
"384","xxx","shanghai","2016","middle","0","0","0","0","100","5942","933","942","1496","405129"
"385","xxx","shanghai","2021","small","0","24.2","42.9","2.5","30.4","3830","343","155","909","153173"
"386","xxx","beijing","2011","middle","15.9","18.3","65.7","0","0","5008","930","956","755","467803"
"387","xxx","hebei","2011","middle","15.2","30.5","51.7","2.6","0","4821","912","938","1018","506214"
"388","xxx","hebei","2020","middle","0","46.8","0","28.9","24.3","3670","814","944","1304","210809"
"389","xxx","shandong","2012","middle","0","0","0","0","100","5687","735","649","818","218869"
"390","xxx","beijing","2015","small","0","0","0","92.8","7.2","3920","330","172","575","173939"
"391","xxx","shanghai","2020","middle","46","0","35.9","0","18.1","3885","930","854","954","350368"
"392","xxx","shanghai","2016","middle","0","0","0","0","100","4668","891","988","1456","341281"
"393","xxx","hebei","2019","small","0","0","0.4","8.3","91.2","1607","183","225","490","229037"
"394","xxx","tianjin","2019","middle","16.4","83.6","0","0","0","4720","914","659","1172","545066"
"395","xxx","shandong","2016","middle","0","100","0","0","0","5324","934","783","1124","425841"
"396","xxx","beijing","2010","small","0","0","100","0","0","2070","262","125","259","222624"
"397","xxx","beijing","2016","small","35.2","0","0","64.8","0","2516","484","271","894","75387"
"398","xxx","tianjin","2015","middle","0","17.7","0","58.1","24.2","3169","716","632","1125","330740"
"399","xxx","hebei","2018","small","24","0","0","11","64.9","3319","436","251","214","233058"
"400","xxx","shandong","2017","middle","75.3","0","0","4.2","20.5","5765","839","981","1241","272694"
"401","xxx","hebei","2016","middle","10.7","0","89.3","0","0","5882","897","896","965","578942"
"402","xxx","shanghai","2015","small","80.4","0","0","0","19.6","2842","258","153","321","285684"
"403","xxx","hebei","2019","small","77","0","23","0","0","3291","350","215","504","262796"
"404","xxx","shandong","2017","small","69.5","0","5.4","0","25","2905","132","129","715","124688"
"405","xxx","shanghai","2017","middle","0","0","0","0","100","4929","822","912","821","324385"
"406","xxx","shanghai","2010","small","31.1","30.5","0","0","38.4","2279","242","143","513","183367"
"407","xxx","shanghai","2015","small","3.1","0","34.7","0","62.2","2955","246","119","494","62075"
"408","xxx","hebei","2017","small","10.4","0.6","51.5","19","18.4","3342","284","215","483","56153"
"409","xxx","hebei","2016","small","0","0","0","0","0","3878","377","196","231","157618"
"410","xxx","shanghai","2010","middle","99.2","0","0","0","0.8","4047","998","610","803","390581"
"411","xxx","beijing","2014","small","55.6","0","37.5","0","6.9","1838","284","154","465","128210"
"412","xxx","shandong","2010","middle","0","37.2","62.8","0","0","3574","799","700","1390","596629"
"413","xxx","beijing","2016","small","0","55","19.7","25.4","0","1382","167","221","217","86736"
"414","xxx","tianjin","2019","middle","74.6","0","0","25.4","0","5640","810","907","901","363081"
"415","xxx","shandong","2018","small","6.4","0","0","93.6","0","549","426","223","774","124794"
"416","xxx","shandong","2020","middle","0","0","55.2","12.6","32.2","5911","947","656","1268","240773"
"417","xxx","beijing","2015","middle","0","0","20","80","0","3384","895","638","1011","342494"
"418","xxx","beijing","2013","middle","0","0","100","0","0","3616","965","999","1326","485411"
"419","xxx","hebei","2012","middle","21.9","0","78.1","0","0","5366","918","678","1024","347816"
"420","xxx","tianjin","2016","small","55.9","0","44.1","0","0","1932","279","254","855","184643"
"421","xxx","shanghai","2017","middle","0","0","0","100","0","4445","813","729","1292","529578"
"422","xxx","tianjin","2018","small","0","0","98.7","1.3","0","2676","161","150","827","252366"
"423","xxx","beijing","2016","middle","0","0","42.4","57.6","0","4572","888","686","1385","271505"
"424","xxx","shanghai","2020","small","0","0","0","38.8","61.2","3655","292","206","219","90954"
"425","xxx","hebei","2015","middle","59.3","0","37.9","2.8","0","3245","813","901","878","591474"
"426","xxx","shanghai","2020","small","0","31.4","21.8","46.8","0","1722","253","115","630","297158"
"427","xxx","hebei","2013","small","0","0","20.2","79.8","0","1468","451","262","570","81888"
"428","xxx","hebei","2018","small","0","0","0","27.3","72.7","3167","208","242","609","128887"
"429","xxx","tianjin","2013","middle","38.1","27.7","31.6","0","2.6","5595","764","906","1421","448323"
"430","xxx","shanghai","2014","middle","22.1","69.6","8.3","0","0","3464","891","764","1081","257055"
"431","xxx","shandong","2014","small","49.3","25.8","15.3","4.5","5.1","683","481","294","668","153839"
"432","xxx","beijing","2011","small","1.2","35.5","0","63.3","0","3944","417","144","311","146322"
"433","xxx","shandong","2016","small","26.1","10.8","2","61.2","0","3882","328","197","572","122994"
"434","xxx","hebei","2011","small","0","0","0","12.1","87.9","3095","209","102","488","218155"
"435","xxx","shanghai","2017","small","85.7","14.3","0","0","0","1132","417","147","380","243141"
"436","xxx","beijing","2010","small","0","0","0","100","0","2625","402","254","331","111082"
"437","xxx","shandong","2010","middle","0","0","0","0","0","3304","832","818","932","340970"
"438","xxx","shandong","2013","small","0","40.8","32.2","13.7","13.3","3218","110","297","488","134730"
"439","xxx","beijing","2011","small","0","0","0","0","100","3665","237","224","889","265136"
"440","xxx","tianjin","2012","small","66.9","0","33.1","0","0","2350","179","272","976","211775"
"441","xxx","shandong","2013","small","39.6","0","22.8","37.6","0","3784","124","266","305","190598"
"442","xxx","hebei","2019","small","0.9","52.7","0","28.2","18.2","2707","333","129","969","200393"
"443","xxx","beijing","2016","middle","27.6","51.3","0","0","21.1","5032","894","628","1310","399734"
"444","xxx","beijing","2011","small","0","0","0","100","0","2724","368","239","354","163855"
"445","xxx","tianjin","2012","middle","0","0","0","0","100","5583","936","910","1344","343627"
"446","xxx","tianjin","2015","small","0","48.3","0","51.7","0","1679","134","238","972","203910"
"447","xxx","beijing","2021","small","26.7","21.7","0","45.1","6.5","2122","358","237","802","187225"
"448","xxx","shanghai","2012","small","30","0","14.8","0.3","55","3165","363","213","468","226994"
"449","xxx","beijing","2014","small","53.4","46.6","0","0","0","2875","135","201","745","124629"
"450","xxx","shandong","2013","middle","0","100","0","0","0","3398","985","965","1298","242093"
"451","xxx","tianjin","2020","middle","12.8","13","74.2","0","0","5247","897","958","621","405094"
"452","xxx","shandong","2020","small","0","49.2","21.9","28.7","0.2","3790","171","231","623","194804"
"453","xxx","beijing","2012","middle","0","37.6","62.4","0","0","3562","975","839","630","353941"
"454","xxx","beijing","2012","middle","0","0","34.8","12.8","52.5","3429","961","839","664","209153"
"455","xxx","shandong","2019","middle","16.6","0","83.4","0","0","3817","713","676","977","471835"
"456","xxx","hebei","2017","middle","0","83.1","16.9","0","0","3155","966","607","926","276171"
"457","xxx","hebei","2011","middle","23","61.8","8.5","0","6.7","3200","901","924","1028","532620"
"458","xxx","beijing","2012","small","0","0","0","55.1","44.9","3892","419","206","315","252750"
